player_id,player_name,position,team(s),league_position,country,league,season,minutes_played,FTE_games_played,games_started,full_games_played,games_subbed_on,games_subbed_off,goals,assists,contribution_ols,contribution_ols_std,ridge_contribution_alpha_10_0,ridge_contribution_alpha_10_0_std,lasso_contribution_alpha_0_001,lasso_contribution_alpha_0_001_std,lasso_contribution_alpha_best,lasso_contribution_alpha_best_std,partialled_lasso_contribution_alpha_best,partialled_lasso_contribution_alpha_best_std,partialled_contribution_ols,partialled_contribution_ols_std,partialled_ridge_contribution_alpha_10_0,partialled_ridge_contribution_alpha_10_0_std,partialled_lasso_contribution_alpha_0_001,partialled_lasso_contribution_alpha_0_001_std,is_pooled_member,pooled_group_key,other_players_same_minutes,total_regular_games,valid_regular_games,missing_games_count,no_observations,lasso_alpha_selected,partialled_lasso_alpha_selected
327837,Unknown,Unknown,Werder Bremen,9,Germany,Bundesliga,2023,3.0,0.033,0,0,1,0,0,0,1.7,2.41,0.0998,0.367,0.0,0.204,0.0,0.226,0.0,0.0873,1.7,2.41,0.102,0.365,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
510,S. Gnabry,M,Bayern Munich,3,Germany,Bundesliga,2023,446.0,4.857,5,0,5,6,3,1,1.69,0.713,0.617,0.228,0.356,0.204,0.403,0.226,0.098,0.0873,1.69,0.713,0.539,0.227,0.0708,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
2929,Unknown,Unknown,Borussia Dortmund,5,Germany,Bundesliga,2023,7.0,0.077,0,0,1,0,0,0,1.68,1.37,0.537,0.482,0.0,0.204,0.0,0.226,0.0,0.0873,1.68,1.37,0.52,0.479,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25396,P. Pervan,G,VfL Wolfsburg,12,Germany,Bundesliga,2023,826.0,9.0,9,9,0,0,0,0,1.67,2.98,0.156,0.201,0.0364,0.204,0.0626,0.226,0.0,0.0873,1.73,2.98,0.16,0.2,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
1157,K. Laimer,M,Bayern Munich,3,Germany,Bundesliga,2023,1785.0,19.681,18,12,11,6,0,3,1.65,0.644,0.506,0.17,0.301,0.204,0.332,0.226,0.00276,0.0873,1.65,0.644,0.454,0.169,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
24909,K. Sessa,M,FC Heidenheim,8,Germany,Bundesliga,2023,1048.0,11.416,7,0,23,7,3,0,1.56,2.28,0.673,0.159,0.544,0.204,0.574,0.226,0.256,0.0873,1.56,2.28,0.696,0.158,0.237,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
522,T. Müller,F,Bayern Munich,3,Germany,Bundesliga,2023,1685.0,18.336,20,4,11,16,5,9,1.55,0.674,0.542,0.175,0.456,0.204,0.478,0.226,0.138,0.0873,1.55,0.674,0.464,0.174,0.105,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
48090,T. Isherwood,D,SV Darmstadt 98,18,Germany,Bundesliga,2023,627.0,6.991,8,2,4,6,0,0,1.54,0.414,0.721,0.243,0.479,0.204,0.54,0.226,0.0,0.0873,1.54,0.414,0.786,0.241,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25282,G. Kobel,G,Borussia Dortmund,5,Germany,Bundesliga,2023,2399.0,26.302,27,26,0,1,0,0,1.52,3.95,0.138,0.159,0.0,0.204,0.0,0.226,0.0,0.0873,1.34,3.95,0.0718,0.158,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
270510,M. Tel,F,Bayern Munich,3,Germany,Bundesliga,2023,1075.0,11.63,6,4,24,2,7,5,1.52,0.686,0.372,0.177,0.152,0.204,0.193,0.226,-0.00415,0.0873,1.52,0.686,0.331,0.175,-0.0148,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
509,A. Davies,M,Bayern Munich,3,Germany,Bundesliga,2023,2113.0,23.108,24,16,5,8,2,5,1.5,0.647,0.435,0.184,0.382,0.204,0.398,0.226,0.144,0.0873,1.5,0.647,0.4,0.183,0.107,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
280427,Unknown,Unknown,Borussia Monchengladbach,14,Germany,Bundesliga,2023,38.0,0.415,0,0,9,0,0,0,1.49,1.1,0.502,0.421,0.0,0.204,0.146,0.226,0.121,0.0873,1.49,1.1,0.51,0.419,0.0527,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
2918,K. Casteels,G,VfL Wolfsburg,12,Germany,Bundesliga,2023,2326.0,25.0,25,25,0,0,0,0,1.42,2.98,-0.167,0.195,0.0,0.204,0.0,0.226,0.0,0.0873,1.48,2.98,-0.13,0.194,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
39279,A. Hanche-Olsen,D,FSV Mainz 05,13,Germany,Bundesliga,2023,999.0,11.036,12,6,3,6,1,0,1.42,0.474,0.809,0.224,0.621,0.204,0.703,0.226,0.228,0.0873,1.42,0.474,0.889,0.223,0.217,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
177807,J. Njinmah,F,Werder Bremen,9,Germany,Bundesliga,2023,1044.0,11.259,10,1,14,9,6,2,1.4,0.465,0.344,0.194,0.162,0.204,0.164,0.226,0.0505,0.0873,1.4,0.465,0.337,0.193,0.0472,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
644,L. Sané,M,Bayern Munich,3,Germany,Bundesliga,2023,2154.0,23.698,25,16,2,9,8,11,1.4,0.697,0.324,0.2,0.0875,0.204,0.126,0.226,0.128,0.0873,1.4,0.697,0.245,0.199,0.11,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
88033,C. Groß,D,Werder Bremen,9,Germany,Bundesliga,2023,826.0,8.893,8,2,12,6,0,1,1.4,0.562,-0.00522,0.212,-0.0445,0.204,-0.0479,0.226,-0.0636,0.0873,1.4,0.562,0.0222,0.211,-0.0663,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25819,F. Pick,M,FC Heidenheim,8,Germany,Bundesliga,2023,334.0,3.66,1,1,21,0,0,1,1.39,2.28,0.406,0.243,0.05,0.204,0.162,0.226,0.0,0.0873,1.39,2.28,0.435,0.241,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
502,J. Kimmich,M,Bayern Munich,3,Germany,Bundesliga,2023,2210.0,24.249,27,18,1,9,1,6,1.39,0.645,0.277,0.201,0.0,0.204,0.0,0.226,0.0,0.0873,1.39,0.645,0.243,0.2,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
202526,E. Dinkçi,M,FC Heidenheim,8,Germany,Bundesliga,2023,2690.0,29.253,33,7,0,26,10,4,1.37,2.29,0.399,0.203,0.122,0.204,0.187,0.226,0.00572,0.0873,1.37,2.29,0.407,0.202,0.00045,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
178199,A. Müller,M,SV Darmstadt 98,18,Germany,Bundesliga,2023,347.0,3.832,2,0,9,2,0,0,1.36,0.399,0.695,0.226,0.433,0.204,0.51,0.226,0.26,0.0873,1.36,0.399,0.758,0.224,0.22,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
26234,A. Schwolow,G,Union Berlin,16,Germany,Bundesliga,2023,85.0,1.0,1,1,0,0,0,0,1.36,2.49,-0.269,0.321,0.0,0.204,0.0,0.226,0.0,0.0873,1.65,2.49,-0.165,0.319,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25464,M. Ducksch,F,Werder Bremen,9,Germany,Bundesliga,2023,2764.0,29.851,32,15,1,17,12,9,1.36,0.528,0.0882,0.229,0.0,0.204,0.0,0.226,0.0,0.0873,1.36,0.528,0.103,0.228,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
334362,Unknown,Unknown,1.FC Köln,17,Germany,Bundesliga,2023,176.0,1.935,0,0,10,0,2,0,1.33,0.499,0.812,0.298,0.427,0.204,0.484,0.226,0.289,0.0873,1.33,0.499,0.83,0.296,0.249,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
328033,A. Pavlović,M,Bayern Munich,3,Germany,Bundesliga,2023,1253.0,13.574,14,7,5,7,2,2,1.33,0.628,0.326,0.199,0.18,0.204,0.168,0.226,0.0,0.0873,1.33,0.628,0.278,0.198,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
397740,K. Wätjen,M,Borussia Dortmund,5,Germany,Bundesliga,2023,88.0,1.126,1,1,1,0,0,1,1.33,0.932,0.873,0.443,0.878,0.204,0.852,0.226,0.0,0.0873,1.33,0.932,0.801,0.44,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
2803,N. Elvedi,D,Borussia Monchengladbach,14,Germany,Bundesliga,2023,2490.0,27.517,28,24,2,4,2,1,1.32,0.711,0.336,0.219,0.0,0.204,0.0,0.226,0.0,0.0873,1.32,0.711,0.334,0.218,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25084,Unknown,Unknown,Vfl Bochum,15,Germany,Bundesliga,2023,37.0,0.446,0,0,1,0,0,0,1.32,0.96,0.558,0.448,0.0,0.204,0.0,0.226,0.0,0.0873,1.32,0.96,0.544,0.445,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
2897,Kim Min-Jae,D,Bayern Munich,3,Germany,Bundesliga,2023,1986.0,21.887,22,18,3,4,1,1,1.3,0.794,0.0275,0.236,0.16,0.204,0.148,0.226,0.0,0.0873,1.3,0.794,0.0236,0.234,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
24788,M. Bader,M,SV Darmstadt 98,18,Germany,Bundesliga,2023,1833.0,20.079,21,12,3,9,1,2,1.3,0.349,0.638,0.171,0.533,0.204,0.583,0.226,0.373,0.0873,1.3,0.349,0.707,0.17,0.348,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
24974,A. Seydel,F,SV Darmstadt 98,18,Germany,Bundesliga,2023,616.0,6.768,5,2,11,3,1,0,1.29,0.377,0.56,0.198,0.431,0.204,0.475,0.226,0.225,0.0873,1.29,0.377,0.617,0.197,0.191,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25313,J. Beste,M,FC Heidenheim,8,Germany,Bundesliga,2023,2654.0,28.762,31,5,0,26,8,11,1.27,2.27,0.4,0.218,0.184,0.204,0.251,0.226,0.0168,0.0873,1.27,2.27,0.437,0.216,0.0107,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
158054,N. Woltemade,M,Werder Bremen,9,Germany,Bundesliga,2023,1220.0,13.259,12,1,18,11,2,0,1.27,0.448,0.202,0.172,0.186,0.204,0.196,0.226,0.0234,0.0873,1.27,0.448,0.225,0.171,0.024,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
26256,T. Kleindienst,F,FC Heidenheim,8,Germany,Bundesliga,2023,2945.0,31.942,33,23,0,10,12,3,1.24,2.3,0.347,0.254,0.00407,0.204,0.0784,0.226,0.0474,0.0873,1.24,2.3,0.336,0.252,0.0166,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
327831,Unknown,Unknown,Union Berlin,16,Germany,Bundesliga,2023,27.0,0.311,0,0,2,0,0,0,1.24,1.06,0.798,0.475,0.0,0.204,0.0,0.226,0.0,0.0873,1.24,1.06,0.81,0.472,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
26342,L. Pfeiffer,F,SV Darmstadt 98,18,Germany,Bundesliga,2023,1646.0,18.224,20,9,4,11,1,3,1.24,0.355,0.533,0.19,0.273,0.204,0.316,0.226,0.219,0.0873,1.24,0.355,0.566,0.189,0.201,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
973,M. Weiser,M,Werder Bremen,9,Germany,Bundesliga,2023,2699.0,29.241,30,26,0,4,3,7,1.23,0.583,-0.0138,0.264,0.0459,0.204,0.0759,0.226,0.124,0.0873,1.23,0.583,-0.00291,0.262,0.0909,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
294,N. Keïta,M,Werder Bremen,9,Germany,Bundesliga,2023,113.0,1.203,1,0,4,1,0,0,1.22,0.774,-0.208,0.383,0.0,0.204,0.0,0.226,0.0,0.0873,1.22,0.774,-0.213,0.38,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
286639,Bryan Zaragoza,M,Bayern Munich,3,Germany,Bundesliga,2023,196.0,2.106,1,0,6,1,0,0,1.21,0.788,0.13,0.299,0.0,0.204,0.0,0.226,-0.06,0.0873,1.21,0.788,0.0545,0.297,-0.0555,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
22147,M. Koné,M,Borussia Monchengladbach,14,Germany,Bundesliga,2023,1579.0,17.401,18,8,4,10,1,0,1.21,0.638,0.414,0.162,0.259,0.204,0.285,0.226,0.0458,0.0873,1.21,0.638,0.414,0.161,0.0314,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25011,A. Pieper,D,Werder Bremen,9,Germany,Bundesliga,2023,608.0,6.573,7,6,0,1,0,0,1.2,0.744,-0.199,0.346,0.0,0.204,0.0,0.226,0.0,0.0873,1.2,0.744,-0.162,0.344,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
1830,Gonçalo Paciência,F,Vfl Bochum,15,Germany,Bundesliga,2023,681.0,7.385,6,0,13,6,3,1,1.18,0.714,0.51,0.214,0.304,0.204,0.339,0.226,0.114,0.0873,1.18,0.714,0.539,0.212,0.103,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25502,O. Traoré,D,FC Heidenheim,8,Germany,Bundesliga,2023,2519.0,27.366,29,19,2,10,0,2,1.17,2.28,0.398,0.235,0.258,0.204,0.272,0.226,0.11,0.0873,1.17,2.28,0.392,0.233,0.116,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
716,L. Bittencourt,M,Werder Bremen,9,Germany,Bundesliga,2023,1617.0,17.583,19,1,10,18,1,2,1.17,0.517,0.0436,0.194,0.0173,0.204,0.0104,0.226,0.0272,0.0873,1.17,0.517,0.0346,0.193,0.0211,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
19195,Unknown,Unknown,FSV Mainz 05,13,Germany,Bundesliga,2023,60.0,0.646,0,0,3,0,0,1,1.17,0.707,0.723,0.416,0.0,0.204,0.103,0.226,0.0755,0.0873,1.17,0.707,0.726,0.413,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
363638,Unknown,Unknown,Werder Bremen,9,Germany,Bundesliga,2023,18.0,0.192,0,0,3,0,0,0,1.15,1.37,-0.155,0.468,0.0,0.204,0.0,0.226,0.0,0.0873,1.15,1.37,-0.171,0.465,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25919,G. Holtmann,M,SV Darmstadt 98,18,Germany,Bundesliga,2023,376.0,4.26,2,0,8,2,0,0,1.15,0.424,0.341,0.234,0.115,0.204,0.155,0.226,0.0175,0.0873,1.15,0.424,0.367,0.232,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
22148,N. Ngoumou,M,Borussia Monchengladbach,14,Germany,Bundesliga,2023,1379.0,15.135,14,0,18,15,5,2,1.14,0.666,0.296,0.172,0.0442,0.204,0.0767,0.226,0.0165,0.0873,1.14,0.666,0.298,0.171,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25461,K. Stöger,M,Vfl Bochum,15,Germany,Bundesliga,2023,2724.0,29.688,32,21,0,11,7,9,1.14,0.763,0.535,0.214,0.36,0.204,0.381,0.226,0.0436,0.0873,1.14,0.763,0.525,0.213,0.0245,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
178106,M. Pieringer,F,FC Heidenheim,8,Germany,Bundesliga,2023,1533.0,16.552,18,1,13,17,3,3,1.14,2.27,0.24,0.151,0.183,0.204,0.196,0.226,0.194,0.0873,1.14,2.27,0.258,0.15,0.169,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
545,N. Mazraoui,D,Bayern Munich,3,Germany,Bundesliga,2023,1202.0,13.384,15,8,4,7,0,3,1.13,0.652,0.103,0.188,0.0,0.204,0.0,0.226,0.0,0.0873,1.13,0.652,0.0363,0.187,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
24842,L. Maloney,M,FC Heidenheim,8,Germany,Bundesliga,2023,2350.0,25.454,27,17,2,10,1,1,1.1,2.29,0.157,0.202,0.0242,0.204,0.057,0.226,0.0,0.0873,1.1,2.29,0.169,0.201,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
181812,J. Musiala,M,Bayern Munich,3,Germany,Bundesliga,2023,1784.0,19.355,20,4,4,16,10,6,1.1,0.702,0.086,0.205,0.00414,0.204,0.0149,0.226,0.000682,0.0873,1.1,0.702,0.0691,0.203,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
7562,R. Schmid,F,Werder Bremen,9,Germany,Bundesliga,2023,2652.0,28.736,30,13,3,17,4,6,1.08,0.468,0.0944,0.207,0.068,0.204,0.07,0.226,0.0,0.0873,1.08,0.468,0.0828,0.205,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
48378,S. Widmer,M,FSV Mainz 05,13,Germany,Bundesliga,2023,1256.0,13.774,13,4,7,9,1,3,1.07,0.473,0.587,0.182,0.326,0.204,0.405,0.226,0.0,0.0873,1.07,0.473,0.633,0.181,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
25404,J. Roussillon,M,Union Berlin,16,Germany,Bundesliga,2023,745.0,8.216,8,2,15,6,0,1,1.07,0.341,0.872,0.227,0.715,0.204,0.766,0.226,0.116,0.0873,1.07,0.341,0.913,0.226,0.0838,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
38798,S. Lynen,M,Werder Bremen,9,Germany,Bundesliga,2023,1843.0,19.919,20,10,12,10,0,3,1.07,0.505,-0.0645,0.187,0.0,0.204,0.0,0.226,0.0,0.0873,1.07,0.505,-0.0536,0.186,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
163022,P. Osterhage,M,Vfl Bochum,15,Germany,Bundesliga,2023,1880.0,20.433,21,15,3,6,2,1,1.06,0.723,0.349,0.197,0.215,0.204,0.232,0.226,0.0,0.0873,1.06,0.723,0.368,0.196,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
8673,O. Deman,M,Werder Bremen,9,Germany,Bundesliga,2023,1412.0,15.268,14,7,15,7,2,1,1.04,0.521,0.00278,0.222,0.0,0.204,0.0,0.226,0.0,0.0873,1.04,0.521,-0.00962,0.22,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
19068,F. Passlack,D,Vfl Bochum,15,Germany,Bundesliga,2023,971.0,10.64,13,4,2,9,2,2,1.03,0.732,0.389,0.248,0.0505,0.204,0.0905,0.226,0.0,0.0873,1.03,0.732,0.397,0.247,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
140612,Unknown,Unknown,1.FC Köln,17,Germany,Bundesliga,2023,115.0,1.262,0,0,6,0,0,0,1.03,0.569,0.512,0.343,0.0,0.204,0.0,0.226,0.104,0.0873,1.03,0.569,0.508,0.341,0.0616,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
26227,M. Broschinski,M,Vfl Bochum,15,Germany,Bundesliga,2023,1259.0,13.629,14,3,12,11,2,2,1.03,0.676,0.393,0.195,0.419,0.204,0.407,0.226,0.0313,0.0873,1.03,0.676,0.431,0.194,0.0315,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
355167,M. Finkgräfe,D,1.FC Köln,17,Germany,Bundesliga,2023,1781.0,19.561,18,13,6,5,1,0,1.02,0.569,0.452,0.216,0.29,0.204,0.329,0.226,0.0939,0.0873,1.02,0.569,0.471,0.215,0.0817,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
129132,Unknown,Unknown,SC Freiburg,10,Germany,Bundesliga,2023,4.0,0.045,0,0,1,0,0,0,1.01,2.61,0.201,0.37,0.0,0.204,0.0,0.226,0.0,0.0873,1.01,2.61,0.185,0.367,0.0,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
15874,A. Jung,D,Werder Bremen,9,Germany,Bundesliga,2023,2645.0,28.597,30,25,1,5,1,0,1.0,0.518,-0.119,0.241,0.0,0.204,0.0,0.226,0.117,0.0873,1.0,0.518,-0.125,0.239,0.119,0.0744,0,,,306,306,0,0,0.0007846962521997865,0.0007846962521997865
